0_pre-RR,0_post-RR,0_pPeak,0_tPeak,0_rPeak,0_sPeak,0_qPeak,0_qrs_interval,0_pq_interval,0_qt_interval,0_st_interval,0_qrs_morph0,0_qrs_morph1,0_qrs_morph2,0_qrs_morph3,0_qrs_morph4,1_pre-RR,1_post-RR,1_pPeak,1_tPeak,1_rPeak,1_sPeak,1_qPeak,1_qrs_interval,1_pq_interval,1_qt_interval,1_st_interval,1_qrs_morph0,1_qrs_morph1,1_qrs_morph2,1_qrs_morph3,1_qrs_morph4,type
0.038334122,0.038789026,0.469573993,0.333887073,0.590850457,0.435881512,0.555390718,0.094117647,0.053691275,0.075528701,0.014285714,0.555390718,0.507401757,0.430008109,0.552468552,0.622406589,0.038334122,0.038789026,0.288537572,0.331781441,0.518596263,0.527248951,0.573168687,0.030769231,0.005434783,0.029268293,0.014018692,0.573168687,0.55303608,0.577082716,0.58732144,0.554647438,0
0.115475627,0.11589404,0.480240641,0.372804218,0.569963575,0.478742018,0.569804145,0.270588235,0.10738255,0.205438066,0.05,0.569804145,0.511580899,0.437054229,0.496872459,0.635587768,0.115475627,0.11589404,0.291856526,0.293726261,0.455864136,0.649467639,0.575290671,0.003846154,0.027173913,0.034146341,0.037383178,0.575290671,0.555232376,0.542912984,0.519078787,0.557391117,0
0.058211074,0.062913907,0.456140237,0.378823435,0.606247395,0.390965518,0.573691552,0.1,0.020134228,0.069486405,0.028571429,0.573691552,0.523600602,0.445540014,0.563509016,0.633272234,0.058211074,0.062913907,0.295712935,0.326508346,0.500741301,0.482892984,0.577899951,0.053846154,0.005434783,0.046341463,0.018691589,0.577899951,0.560682018,0.560365651,0.566125366,0.576458664,0
0.118315192,0.070482498,0.452480005,0.432907754,0.578460739,0.434546679,0.586417315,0.252941176,0.067114094,0.359516616,0.478571429,0.586417315,0.542091328,0.506056305,0.652092115,0.495875544,0.118315192,0.070482498,0.295197542,0.28429957,0.412034178,0.588524072,0.536967488,0.026923077,0.043478261,0.070731707,0.065420561,0.536967488,0.503706097,0.48615219,0.452345945,0.490049595,0
0.126360625,0.122989593,0.472042373,0.556202651,0.558692664,0.680925541,0.60670405,0.088235294,0,0.042296073,0,0.60670405,0.553500535,0.483391056,0.549821012,0.588258418,0.126360625,0.122989593,0.29480037,0.256931477,0.553777831,0.570538415,0.570058,0.192307692,0.070652174,0.175609756,0.042056075,0.570058,0.56507357,0.569658154,0.563248967,0.644606734,0
0.107903455,0.111163671,0.438505988,0.525200857,0.529212968,0.655993202,0.573030567,0.094117647,0.026845638,0.057401813,0,0.573030567,0.517206309,0.446822845,0.500402823,0.538927236,0.107903455,0.111163671,0.289027965,0.338841,0.44920102,0.643360985,0.569907734,0.003846154,0.02173913,0.036585366,0.046728972,0.569907734,0.548892686,0.536578887,0.512533148,0.551064213,0
0.051112163,0.057710501,0.444504183,0.434605265,0.340128759,0.477962586,0.526688663,0.005882353,0.020134228,0.018126888,0.021428571,0.526688663,0.462079985,0.387007572,0.419892677,0.430977403,0.051112163,0.057710501,0.395159493,0.238016691,0.435035506,0.612159557,0.557353116,0.015384615,0.010869565,0.019512195,0.009345794,0.557353116,0.534106635,0.508782287,0.482964663,0.518525186,0
0.119734974,0.124408704,0.440244512,0.44847962,0.563446423,0.400502213,0.574744082,0.223529412,0.026845638,0.416918429,0.692857143,0.574744082,0.564425731,0.576023084,0.617126034,0.43257048,0.119734974,0.124408704,0.301691848,0.323552526,0.367291104,0.546799184,0.497312577,0.015384615,0.059782609,0.12195122,0.163551402,0.497312577,0.46339461,0.439864196,0.403387798,0.439865882,0
0.06199716,0.038789026,0.506092665,0.390861008,0.55384645,0.384987402,0.581556852,0.076470588,0.073825503,0.081570997,0.028571429,0.581556852,0.526902975,0.484937696,0.602157592,0.531585176,0.06199716,0.038789026,0.29685366,0.318800867,0.381474508,0.535057291,0.509883051,0.007692308,0.016304348,0.026829268,0.028037383,0.509883051,0.478199335,0.465947898,0.394179294,0.436665391,0
0.037860861,0.038315989,0.467932468,0.323384463,0.586523848,0.431399754,0.554940698,0.094117647,0.053691275,0.075528701,0.014285714,0.554940698,0.504585506,0.425938725,0.541274762,0.631936062,0.037860861,0.038315989,0.287511986,0.330245224,0.515162623,0.513480112,0.571790628,0.026923077,0.010869565,0.029268293,0.014018692,0.571790628,0.559886267,0.575166184,0.571971922,0.537463792,0
0.059157596,0.056764428,0.461605962,0.378665213,0.570105349,0.387192688,0.570822556,0.094117647,0.026845638,0.066465257,0.021428571,0.570822556,0.523842635,0.453536234,0.593223301,0.593627014,0.059157596,0.056764428,0.310102964,0.32309677,0.424536715,0.498951918,0.548048242,0.011538462,0.010869565,0.026829268,0.028037383,0.548048242,0.523147932,0.443697582,0.416549855,0.396215543,0
0.051585424,0.052034059,0.442794597,0.629440767,0.390786842,0.538919834,0.577705484,0,0,0.009063444,0.028571429,0.577705484,0.517242994,0.43489224,0.469247273,0.476095592,0.051585424,0.052034059,0.289016878,0.341989159,0.500624012,0.512561122,0.571092745,0.073076923,0.02173913,0.065853659,0.018691589,0.571092745,0.553294978,0.54405911,0.525145632,0.604631594,0
0.051585424,0.052507096,0.431649671,0.586127661,0.363983832,0.516251291,0.550712667,0,0.013422819,0.012084592,0.021428571,0.550712667,0.488056443,0.409556633,0.443133933,0.45222372,0.051585424,0.052507096,0.285939116,0.417976143,0.446197131,0.640861006,0.567245446,0,0.010869565,0.012195122,0.014018692,0.567245446,0.545757208,0.533446175,0.509295812,0.547935059,0
0.042593469,0.037369915,0.46869581,0.474191409,0.377173061,0.527406031,0.547401909,0.005882353,0.020134228,0.018126888,0.021428571,0.547401909,0.484476617,0.406449138,0.439931046,0.449295756,0.042593469,0.037369915,0.373456544,0.255266437,0.443809311,0.638735106,0.559647238,0.003846154,0.016304348,0.009756098,0,0.559647238,0.536808511,0.524505372,0.500056409,0.53900441,0
0.051112163,0.051561022,0.446855118,0.392975501,0.512910109,0.477001299,0.583196416,0.076470588,0,0.042296073,0.014285714,0.583196416,0.523905936,0.44239464,0.511678991,0.568371762,0.051112163,0.051561022,0.292103216,0.281463749,0.465563629,0.622166073,0.577481262,0.026923077,0,0.02195122,0.009345794,0.577481262,0.558612844,0.549723691,0.527508902,0.5516466,0
0.12352106,0.122043519,0.472445735,0.541051555,0.541448602,0.666341442,0.568931067,0.141176471,0.161073826,0.141993958,0,0.568931067,0.510941764,0.435110413,0.479350266,0.536115786,0.12352106,0.122043519,0.298794516,0.282841882,0.429431069,0.607176341,0.552386013,0.019230769,0.048913043,0.070731707,0.070093458,0.552386013,0.522125499,0.503955057,0.473608708,0.509919,0
0.113582584,0.12346263,0.476513822,0.367269238,0.58447941,0.474152499,0.568815518,0.223529412,0.154362416,0.202416918,0.05,0.568815518,0.511716929,0.438179614,0.529095908,0.630767508,0.113582584,0.12346263,0.293435668,0.282106938,0.451190725,0.643653797,0.57167117,0.007692308,0.02173913,0.031707317,0.03271028,0.57167117,0.550969553,0.538653921,0.512956411,0.551473332,0
0.160908661,0.130085147,0.469182588,0.434134762,0.391219074,0.539285393,0.562119744,0.076470588,0.154362416,0.123867069,0.042857143,0.562119744,0.501052069,0.423796278,0.460405088,0.470825514,0.160908661,0.130085147,0.29742713,0.300606743,0.425135054,0.575170468,0.548578538,0.019230769,0.02173913,0.046341463,0.046728972,0.548578538,0.508137459,0.480501141,0.441184196,0.473589236,0
0.058684335,0.057710501,0.445953695,0.404848225,0.40652309,0.514748101,0.580877895,0.052941176,0.020134228,0.042296073,0.021428571,0.580877895,0.52090665,0.441711176,0.48402504,0.48202389,0.058684335,0.057710501,0.292593086,0.253811487,0.498517342,0.625071644,0.57268289,0.034615385,0.054347826,0.051219512,0.009345794,0.57268289,0.552848763,0.556535099,0.565682086,0.572603295,0
0.137245622,0.1371807,0.468325694,0.379938805,0.464171155,0.50925603,0.574380328,0.241176471,0.201342282,0.287009063,0.178571429,0.574380328,0.520452453,0.47195113,0.540317198,0.489523317,0.137245622,0.1371807,0.297794666,0.315232476,0.331323081,0.538587478,0.459214946,0.003846154,0.065217391,0.056097561,0.046728972,0.459214946,0.418525582,0.406326786,0.377930974,0.420960042,0
0.110269759,0.112582781,0.429643675,0.565785707,0.574237622,0.694072631,0.563577111,0.082352941,0.040268456,0.057401813,0,0.563577111,0.504376649,0.440501166,0.522431826,0.591937559,0.110269759,0.112582781,0.284034113,0.301679299,0.447140531,0.641700925,0.567839192,0.003846154,0.038043478,0.041463415,0.042056075,0.567839192,0.546456486,0.534144836,0.510017806,0.548632926,0
0.111689541,0.114001892,0.440836049,0.447709867,0.563678568,0.406402498,0.57528304,0.223529412,0.026845638,0.395770393,0.642857143,0.57528304,0.565312722,0.580641805,0.608026172,0.429233143,0.111689541,0.114001892,0.299998064,0.324965161,0.368953389,0.542074393,0.498785828,0.015384615,0.054347826,0.119512195,0.163551402,0.498785828,0.465129713,0.439627276,0.401138492,0.435904099,0
0.04306673,0.043519395,0.469596795,0.372110693,0.606691865,0.456419719,0.593216609,0.052941176,0.006711409,0.036253776,0.021428571,0.593216609,0.560759863,0.556924123,0.679596823,0.551236668,0.04306673,0.043519395,0.309091833,0.346192259,0.486137582,0.481128979,0.582002136,0.026923077,0.010869565,0.031707317,0.018691589,0.582002136,0.572749655,0.575099489,0.503056205,0.462786111,0
0.094652153,0.087984863,0.450275445,0.516070591,0.517098086,0.645747086,0.5864331,0.070588235,0,0.033232628,0,0.5864331,0.52741822,0.44950519,0.514577304,0.548241331,0.094652153,0.087984863,0.290288092,0.275623762,0.454189715,0.613242512,0.574329117,0.038461538,0.010869565,0.056097561,0.051401869,0.574329117,0.547680848,0.525358083,0.4891706,0.519115022,0
0.060104117,0.059602649,0.452113144,0.431793703,0.656271207,0.423071022,0.587339859,0.064705882,0,0.120845921,0.214285714,0.587339859,0.56071168,0.598821922,0.727900436,0.569382013,0.060104117,0.059602649,0.298233269,0.3124683,0.410613946,0.572256018,0.535708765,0.007692308,0.010869565,0.02195122,0.023364486,0.535708765,0.508615261,0.496336992,0.437193904,0.478242581,0
0.063416943,0.064333018,0.452690713,0.406174605,0.405052908,0.517229553,0.581515277,0.052941176,0.073825503,0.066465257,0.021428571,0.581515277,0.522644577,0.444498309,0.483146257,0.473224746,0.063416943,0.064333018,0.289682883,0.255769414,0.495373595,0.628675281,0.575847988,0.038461538,0,0.029268293,0.009345794,0.575847988,0.557680526,0.562844656,0.562294023,0.563277297,0
0.038334122,0.039262062,0.465884187,0.581156516,0.386761956,0.535515802,0.573652095,0,0.073825503,0.042296073,0.028571429,0.573652095,0.512860182,0.431087706,0.465325951,0.472510861,0.038334122,0.039262062,0.291207179,0.375339046,0.445931415,0.640624437,0.565426025,0.003846154,0.027173913,0.02195122,0.014018692,0.565426025,0.543614407,0.531305264,0.5070834,0.54579658,0
0.12352106,0.11589404,0.466517179,0.507339925,0.512003908,0.641438705,0.585522471,0.147058824,0.147651007,0.13897281,0,0.585522471,0.525972115,0.44590288,0.497044492,0.541341827,0.12352106,0.11589404,0.291583914,0.298126116,0.389686894,0.584528455,0.517161528,0.007692308,0.054347826,0.056097561,0.051401869,0.517161528,0.486771474,0.474512475,0.442990987,0.483845943,0
0.054898249,0.04730369,0.419317311,0.640297817,0.36607135,0.518016802,0.552814968,0,0.006711409,0.012084592,0.028571429,0.552814968,0.490329601,0.411529865,0.445167738,0.45408295,0.054898249,0.04730369,0.284121081,0.290918403,0.477338643,0.554520357,0.560721557,0.053846154,0.016304348,0.048780488,0.014018692,0.560721557,0.541193491,0.532198903,0.533006206,0.569096738,0
0.162328443,0.149479659,0.444454792,0.617371269,0.617944531,0.731037582,0.579257494,0.2,0.033557047,0.114803625,0,0.579257494,0.522333864,0.441329708,0.482667576,0.513857456,0.162328443,0.149479659,0.295064534,0.281153587,0.417598318,0.615399194,0.541898877,0,0.054347826,0.048780488,0.046728972,0.541898877,0.515905591,0.503620891,0.478474443,0.518143648,0
0.093232371,0.093188269,0.43287028,0.310054265,0.655931812,0.375795027,0.568650829,0.147058824,0.013422819,0.102719033,0.057142857,0.568650829,0.544844189,0.619263353,0.701413195,0.452192995,0.093232371,0.093188269,0.293370552,0.364936712,0.327568982,0.472230412,0.462107636,0.015384615,0.032608696,0.065853659,0.079439252,0.462107636,0.421932413,0.381538701,0.328712426,0.357881088,0
0.054424988,0.05487228,0.47609455,0.546460426,0.394849403,0.54235573,0.565708567,0.035294118,0.053691275,0.048338369,0.021428571,0.565708567,0.506623007,0.428759934,0.465079995,0.4740152,0.054424988,0.05487228,0.289359281,0.321250285,0.482705384,0.521369288,0.575521123,0.046153846,0,0.043902439,0.028037383,0.575521123,0.557997503,0.560830669,0.529445253,0.548751706,0
0.064363464,0.067171239,0.448729914,0.406557066,0.572987287,0.37519617,0.584688377,0.052941176,0,0.036253776,0.028571429,0.584688377,0.536134852,0.561837624,0.617531904,0.413072691,0.064363464,0.067171239,0.313155425,0.312937994,0.500979617,0.477513091,0.573236119,0.061538462,0.059782609,0.075609756,0.018691589,0.573236119,0.56038038,0.557137593,0.560195723,0.599609784,0
0.112162802,0.108798486,0.443728286,0.38436704,0.511963893,0.506970496,0.578230114,0.129411765,0.033557047,0.096676737,0.042857143,0.578230114,0.529376252,0.496123042,0.585438389,0.508095703,0.112162802,0.108798486,0.293092908,0.271199886,0.454546786,0.627080951,0.574645582,0.026923077,0.010869565,0.03902439,0.03271028,0.574645582,0.55076666,0.533851738,0.499473056,0.534477411,0
0.041646947,0.044938505,0.445690353,0.462926153,0.394582482,0.541611894,0.581528004,0.005882353,0,0.009063444,0.021428571,0.581528004,0.521376173,0.438480077,0.472945247,0.479476146,0.041646947,0.044938505,0.290011494,0.300896428,0.455825619,0.598407519,0.575648883,0.026923077,0.005434783,0.029268293,0.018691589,0.575648883,0.555807484,0.5431951,0.509506405,0.533008715,0
0.09275911,0.061967833,0.532506035,0.274979293,0.582357208,0.413479201,0.581988687,0.223529412,0.563758389,0.392749245,0.064285714,0.581988687,0.544872496,0.524950384,0.655888324,0.497570244,0.09275911,0.061967833,0.303284374,0.283292885,0.455948052,0.595978238,0.575887496,0.042307692,0.016304348,0.06097561,0.051401869,0.575887496,0.541053109,0.513170992,0.474025955,0.502450387,0
0.04306673,0.034058657,0.451322684,0.374223439,0.438624651,0.447960059,0.563875328,0.070588235,0.020134228,0.048338369,0.014285714,0.563875328,0.508403898,0.430514925,0.496940969,0.516933664,0.04306673,0.034058657,0.291949835,0.455147961,0.555547761,0.402244187,0.537946446,0.1,0.016304348,0.092682927,0.042056075,0.537946446,0.523673897,0.551902147,0.532547842,0.64658498,0
0.049692381,0.048249763,0.450122956,0.404494102,0.506226379,0.374549261,0.549977539,0.082352941,0.033557047,0.102719033,0.114285714,0.549977539,0.491761383,0.449758332,0.581716424,0.461196322,0.049692381,0.048249763,0.299445993,0.317395569,0.464582309,0.56746658,0.577838039,0.061538462,0.02173913,0.065853659,0.03271028,0.577838039,0.563142048,0.552606583,0.527155929,0.548136016,0
0.026029342,0.026963103,0.471959785,0.448834077,0.394494098,0.542055232,0.559275408,0.029411765,0.026845638,0.03021148,0.014285714,0.559275408,0.502404027,0.426822506,0.463827187,0.473126228,0.026029342,0.026963103,0.290075027,0.337576074,0.454539215,0.648288048,0.574441596,0.003846154,0.005434783,0.012195122,0.014018692,0.574441596,0.554232389,0.541913879,0.518046315,0.556393146,0
0.045906294,0.046357616,0.438712313,0.478507446,0.38447442,0.533581128,0.563981268,0.005882353,0.013422819,0.012084592,0.014285714,0.563981268,0.502403397,0.422010615,0.455970218,0.463958188,0.045906294,0.046357616,0.298419962,0.286347602,0.471944599,0.60710418,0.58157081,0.034615385,0.010869565,0.036585366,0.018691589,0.58157081,0.562782067,0.555672933,0.536951808,0.542444505,0
0.034548036,0.030274361,0.443979021,0.42333321,0.406980797,0.501053616,0.579365449,0.052941176,0.006711409,0.033232628,0.014285714,0.579365449,0.520079584,0.44080814,0.48502454,0.464112147,0.034548036,0.030274361,0.297606403,0.23763196,0.521881099,0.615025321,0.574867875,0.038461538,0.032608696,0.043902439,0.009345794,0.574867875,0.560692596,0.590835792,0.586887898,0.549005921,0
0.054424988,0.05487228,0.430292481,0.368838332,0.627736762,0.389292986,0.567489852,0.094117647,0,0.096676737,0.121428571,0.567489852,0.51445278,0.49869927,0.700100212,0.500730987,0.054424988,0.05487228,0.309350105,0.408871813,0.482899415,0.437178532,0.589924295,0.038461538,0.005434783,0.046341463,0.037383178,0.589924295,0.575586424,0.571722451,0.473034216,0.362554245,0
0.039280644,0.035477767,0.445872275,0.629683857,0.380043888,0.529834022,0.566886454,0,0.026845638,0.021148036,0.028571429,0.566886454,0.50554469,0.424737438,0.458780747,0.466527472,0.039280644,0.035477767,0.292493044,0.312407473,0.44465745,0.587957708,0.565880857,0.015384615,0.02173913,0.029268293,0.018691589,0.565880857,0.54415008,0.518688925,0.477193495,0.49845981,0
0.050638902,0.044938505,0.446586602,0.48726133,0.392894621,0.540702481,0.57982819,0,0.006711409,0.009063444,0.021428571,0.57982819,0.519538214,0.436884623,0.471300817,0.477972867,0.050638902,0.044938505,0.294572141,0.275798327,0.459484925,0.590691341,0.577150421,0.042307692,0.010869565,0.03902439,0.014018692,0.577150421,0.558830694,0.547003733,0.523616266,0.552419267,0
0.047799337,0.0487228,0.475082796,0.504513888,0.285744738,0.448497951,0.471919519,0.005882353,0.020134228,0.051359517,0.1,0.471919519,0.402859698,0.335600953,0.366908016,0.38254074,0.047799337,0.0487228,0.307209697,0.377441201,0.345007948,0.51952701,0.477563451,0.007692308,0.02173913,0.046341463,0.060747664,0.477563451,0.440135314,0.427917456,0.36850516,0.41184921,0
0.042120208,0.040681173,0.444813786,0.386318534,0.490232461,0.481727931,0.581010369,0.047058824,0,0.027190332,0.014285714,0.581010369,0.523772985,0.495507819,0.566134048,0.492633449,0.042120208,0.040681173,0.29177323,0.316649558,0.432942307,0.581947846,0.555497955,0.011538462,0.010869565,0.019512195,0.014018692,0.555497955,0.531921742,0.492059455,0.466526885,0.481341143,0
0.044486512,0.03358562,0.445886913,0.404178231,0.515923915,0.457291546,0.57145639,0.041176471,0.020134228,0.033232628,0.014285714,0.57145639,0.537867081,0.505239608,0.582137547,0.507811963,0.044486512,0.03358562,0.285487117,0.315838225,0.430966516,0.627301036,0.547630998,0.003846154,0.02173913,0.017073171,0.009345794,0.547630998,0.522656528,0.510365873,0.485444689,0.524880969,0
0.053951727,0.055345317,0.445638869,0.387737018,0.513405503,0.482015891,0.581154308,0.076470588,0.013422819,0.045317221,0.007142857,0.581154308,0.521900649,0.441734218,0.519838624,0.553267364,0.053951727,0.055345317,0.291075547,0.280064839,0.463868558,0.625248346,0.576631635,0.030769231,0.005434783,0.029268293,0.014018692,0.576631635,0.556976059,0.546800318,0.526434574,0.560149764,0
0.125887364,0.124408704,0.455356427,0.72827047,0.739601067,0.833928131,0.59027427,0.088235294,0.013422819,0.048338369,0,0.59027427,0.540815303,0.493833439,0.611184769,0.706897807,0.125887364,0.124408704,0.294653735,0.295441304,0.404174438,0.586862067,0.530001555,0.015384615,0.059782609,0.068292683,0.060747664,0.530001555,0.501893662,0.480957608,0.447975958,0.484767023,0
0.026029342,0.001419111,0.487634352,0.401875224,0.410940697,0.518542295,0.571855686,0.047058824,0.033557047,0.045317221,0.021428571,0.571855686,0.513164861,0.448155218,0.48757182,0.488543252,0.026029342,0.001419111,0.291928184,0.248424942,0.511976024,0.607532764,0.548682106,0.023076923,0.016304348,0.026829268,0.009345794,0.548682106,0.531430177,0.55875735,0.58018671,0.611168209,0
0.107903455,0.110690634,0.469783476,0.547264678,0.550017626,0.673588662,0.566004695,0.2,0.11409396,0.151057402,0,0.566004695,0.507569582,0.430049665,0.470711093,0.5029971,0.107903455,0.110690634,0.292817406,0.324611436,0.453527922,0.647333196,0.573742583,0.003846154,0.02173913,0.036585366,0.046728972,0.573742583,0.553409134,0.54109135,0.517196315,0.555571551,0
0.025556081,0.026490066,0.445820483,0.433041822,0.385770539,0.467332637,0.572653658,0.017647059,0.006711409,0.018126888,0.021428571,0.572653658,0.511780601,0.408039018,0.441569731,0.420958051,0.025556081,0.026490066,0.286095942,0.280182433,0.544163312,0.601849847,0.567177939,0.065384615,0.016304348,0.097560976,0.093457944,0.567177939,0.549058864,0.569131049,0.602022149,0.565783029,0
0.048272598,0.048249763,0.436501844,0.668639841,0.525684352,0.310121675,0.561341285,0.105882353,0.006711409,0.078549849,0.057142857,0.561341285,0.513846845,0.447674178,0.558557662,0.40874058,0.048272598,0.048249763,0.329586159,0.39923936,0.595966858,0.41590357,0.520498623,0.107692308,0.016304348,0.092682927,0.03271028,0.520498623,0.508032044,0.531846887,0.516739188,0.681400742,0
0.046852816,0.034531693,0.439004745,0.433404035,0.673218864,0.420475381,0.574006369,0.070588235,0.006711409,0.108761329,0.171428571,0.574006369,0.568324374,0.625207638,0.693205542,0.474048475,0.046852816,0.034531693,0.288837276,0.296137051,0.490325464,0.553259902,0.575061175,0.038461538,0.005434783,0.034146341,0.014018692,0.575061175,0.560371629,0.565009367,0.556853577,0.557657612,0
0.045906294,0.045884579,0.446501564,0.401966577,0.529801319,0.45284916,0.568221678,0.047058824,0.020134228,0.036253776,0.014285714,0.568221678,0.51639391,0.528612272,0.604684756,0.488656998,0.045906294,0.045884579,0.286429364,0.316665351,0.446236155,0.64089575,0.548602288,0.003846154,0.016304348,0.012195122,0.004672897,0.548602288,0.523800453,0.511508789,0.486625775,0.526022587,0
0.102697586,0.100283822,0.443078056,0.517142181,0.518238883,0.646711911,0.578463265,0.052941176,0.020134228,0.033232628,0,0.578463265,0.519588398,0.447992498,0.512102602,0.555964329,0.102697586,0.100283822,0.292820055,0.27928436,0.47622764,0.623897992,0.570269347,0.157692308,0.043478261,0.182926829,0.121495327,0.570269347,0.551257892,0.546501521,0.530994844,0.576507802,0
0.123994321,0.108325449,0.44310808,0.313064962,0.619991523,0.411348877,0.572057412,0.158823529,0.040268456,0.120845921,0.057142857,0.572057412,0.549697256,0.585122784,0.67836484,0.488580056,0.123994321,0.108325449,0.285405008,0.33252129,0.531189011,0.716530137,0.571875365,0.057692308,0.016304348,0.046341463,0.004672897,0.571875365,0.554523301,0.555424573,0.555184587,0.616168097,0
0.121628017,0.094607379,0.450682312,0.517163555,0.520536416,0.648655041,0.58663452,0.1,0.006711409,0.051359517,0,0.58663452,0.528963951,0.455594356,0.522729205,0.555548541,0.121628017,0.094607379,0.291213204,0.264547041,0.456120246,0.649695656,0.575949803,0.003846154,0.048913043,0.041463415,0.03271028,0.575949803,0.556008661,0.543688585,0.51988029,0.558165836,0
0.04921912,0.052034059,0.420471244,0.598040679,0.370050862,0.521382459,0.556822662,0,0,0.009063444,0.028571429,0.556822662,0.494663004,0.415291508,0.449044853,0.457627269,0.04921912,0.052034059,0.282461037,0.328958702,0.500495909,0.518748364,0.566768618,0.088461538,0.016304348,0.073170732,0.018691589,0.566768618,0.551467329,0.545420518,0.525904606,0.589989004,0
0.067203029,0.0487228,0.445733057,0.334850597,0.597234547,0.454980776,0.579635779,0.052941176,0.006711409,0.033232628,0.014285714,0.579635779,0.528354981,0.537870823,0.670382853,0.521874568,0.067203029,0.0487228,0.288961908,0.334162104,0.423910709,0.546407244,0.547493426,0.011538462,0.010869565,0.024390244,0.023364486,0.547493426,0.522494504,0.478544548,0.452560616,0.457924065,0
0.0615239,0.06102176,0.443370031,0.538090636,0.38118818,0.514511343,0.568038849,0.011764706,0.006711409,0.012084592,0.014285714,0.568038849,0.506790741,0.425819082,0.441934373,0.451127125,0.0615239,0.06102176,0.286664317,0.433568262,0.495598717,0.579498263,0.573463599,0.026923077,0.005434783,0.031707317,0.023364486,0.573463599,0.555390929,0.552693429,0.562536641,0.581826589,0
0.157122575,0.162251656,0.456524909,0.585127324,0.57858172,0.697746635,0.586269662,0.082352941,0.040268456,0.060422961,0.007142857,0.586269662,0.528559761,0.453290458,0.512217961,0.570277208,0.157122575,0.162251656,0.294863119,0.278011525,0.468675251,0.599697122,0.573408855,0.126923077,0.038043478,0.12195122,0.046728972,0.573408855,0.55593779,0.545878661,0.526315695,0.561427833,0
0.046852816,0.032639546,0.439269829,0.474564488,0.395460597,0.542872644,0.567248933,0.005882353,0.020134228,0.01510574,0.014285714,0.567248933,0.505936628,0.425077663,0.459131416,0.466848041,0.046852816,0.032639546,0.296119998,0.282774814,0.471700404,0.611104311,0.579954563,0.034615385,0.010869565,0.036585366,0.018691589,0.579954563,0.561655978,0.556231629,0.533775888,0.539140428,0
0.1604354,0.160359508,0.488153613,0.386564665,0.353311886,0.472529571,0.539965147,0.029411765,0.11409396,0.105740181,0.1,0.539965147,0.462321797,0.37658224,0.400629901,0.408319997,0.1604354,0.160359508,0.310204343,0.34525538,0.488886562,0.678867838,0.477799586,0.084615385,0.086956522,0.112195122,0.037383178,0.477799586,0.457945013,0.487393785,0.513162774,0.559680267,0
0.143871273,0.140491958,0.484339612,0.39512659,0.461853948,0.503245361,0.588617662,0.123529412,0.046979866,0.15407855,0.171428571,0.588617662,0.564258538,0.502068583,0.507040751,0.464280584,0.143871273,0.140491958,0.304843534,0.316350083,0.412632495,0.610978071,0.518471149,0.034615385,0.070652174,0.112195122,0.112149533,0.518471149,0.489831364,0.48494748,0.465337281,0.508200531,0
0.044013251,0.043046358,0.50006034,0.434372393,0.66454225,0.365453786,0.548128895,0.076470588,0.060402685,0.126888218,0.15,0.548128895,0.513811002,0.617100955,0.735958655,0.46574707,0.044013251,0.043046358,0.31063342,0.271399228,0.53149825,0.556578612,0.567345473,0.05,0.048913043,0.06097561,0.014018692,0.567345473,0.547816165,0.550902443,0.577395876,0.601089405,0
0.171320398,0.151371807,0.454511728,0.609384049,0.620096337,0.732857463,0.580166911,0.058823529,0.046979866,0.048338369,0,0.580166911,0.526451783,0.471516339,0.567449075,0.635147773,0.171320398,0.151371807,0.309741215,0.271646625,0.441925955,0.614753764,0.563459986,0.015384615,0.02173913,0.043902439,0.046728972,0.563459986,0.541298929,0.518963631,0.485563771,0.519361393,0
0.037860861,0.038315989,0.455712271,0.519878312,0.393262118,0.541013289,0.565476438,0.041176471,0.046979866,0.048338369,0.021428571,0.565476438,0.505508907,0.427781075,0.465889596,0.473247926,0.037860861,0.038315989,0.288895784,0.305399773,0.4575915,0.573291908,0.575244474,0.026923077,0,0.024390244,0.014018692,0.575244474,0.555545567,0.544300911,0.514971411,0.52770896,0
0.034548036,0.03500473,0.446559019,0.618501242,0.384715259,0.533784816,0.571590905,0,0.013422819,0.01510574,0.028571429,0.571590905,0.510631477,0.429153062,0.463331918,0.470687988,0.034548036,0.03500473,0.2857115,0.301386287,0.446706665,0.603504998,0.567697036,0.015384615,0.02173913,0.029268293,0.018691589,0.567697036,0.546289064,0.526616688,0.49078687,0.516044586,0
0.169427354,0.108325449,0.437172578,0.354945958,0.531258187,0.467677486,0.57304813,0.335294118,0.046979866,0.214501511,0.057142857,0.57304813,0.514931184,0.43702889,0.481965672,0.598430653,0.169427354,0.108325449,0.296651448,0.289230443,0.447418658,0.63991253,0.568328061,0.007692308,0.14673913,0.097560976,0.051401869,0.568328061,0.547032246,0.534720089,0.50896597,0.54761624,0
0.04921912,0.050141911,0.474486258,0.493217206,0.29039809,0.454016431,0.476605824,0,0.026845638,0.045317221,0.085714286,0.476605824,0.407926864,0.339999544,0.371441633,0.386685209,0.04921912,0.050141911,0.30709868,0.388607832,0.321623802,0.50063731,0.45683854,0.007692308,0.02173913,0.043902439,0.056074766,0.45683854,0.415726798,0.403530472,0.340522538,0.384801683,0
